LeadID,LeadCreatedDateKey,CampaignID,City,LeadScore,Status,QualifiedFlag,KycDoneFlag,AccountOpenedFlag,ConvertedInvestorID,FirstInvestmentDateKey
L0000817,20240223,CMP0015,Toronto,76,Qualified,1,0,0,,
L0000818,20240331,CMP0007,Ottawa,39,New,0,0,0,,
L0000819,20241212,CMP0001,Kitchener,74,KYC Done,1,1,0,,
L0000820,20240717,CMP0007,Hamilton,73,Lost,1,1,1,,
L0000821,20240420,CMP0006,London,33,New,0,0,0,,
L0000822,20240602,CMP0014,Mississauga,13,New,0,0,0,,
L0000823,20240730,CMP0014,Ottawa,60,Qualified,1,0,0,,
L0000824,20240715,CMP0002,London,46,New,0,0,0,,
L0000825,20240913,CMP0015,Toronto,86,Lost,1,1,1,,
L0000826,20240404,CMP0002,Toronto,42,New,0,0,0,,
L0000827,20240825,CMP0012,Mississauga,32,New,0,0,0,,
L0000828,20240611,CMP0008,Mississauga,87,Account Opened,1,1,1,,
L0000829,20241210,CMP0006,Windsor,76,Account Opened,1,1,1,,
L0000830,20240227,CMP0009,Toronto,65,Qualified,1,0,0,,
L0000831,20240224,CMP0006,Toronto,95,Qualified,1,0,0,,
L0000832,20240617,CMP0015,Toronto,80,Lost,1,0,0,,
L0000833,20240705,CMP0018,Toronto,87,Account Opened,1,1,1,,
L0000834,20240909,CMP0015,Brampton,81,Account Opened,1,1,1,,
L0000835,20240527,CMP0008,Toronto,46,New,0,0,0,,
L0000836,20241130,CMP0010,Toronto,15,New,0,0,0,,
L0000837,20240622,CMP0009,Toronto,64,Invested,1,1,1,INV000103,20240725
L0000838,20240217,CMP0015,Markham,78,Qualified,1,0,0,,
L0000839,20240213,CMP0010,Ottawa,99,KYC Done,1,1,0,,
L0000840,20241222,CMP0009,London,71,Account Opened,1,1,1,,
L0000841,20240219,CMP0008,Toronto,61,KYC Done,1,1,0,,
L0000842,20241212,CMP0007,Mississauga,61,Account Opened,1,1,1,,
L0000843,20240411,CMP0010,Windsor,20,New,0,0,0,,
L0000844,20240204,CMP0013,Toronto,10,New,0,0,0,,
L0000845,20240421,CMP0008,Brampton,14,New,0,0,0,,
L0000846,20240812,CMP0015,Mississauga,91,Account Opened,1,1,1,,
L0000847,20240605,CMP0015,Toronto,81,Invested,1,1,1,INV000104,20240716
L0000848,20241014,CMP0008,Ottawa,33,New,0,0,0,,
L0000849,20240811,CMP0017,Ottawa,48,New,0,0,0,,
L0000850,20240526,CMP0004,Mississauga,53,New,0,0,0,,
L0000851,20240820,CMP0017,Ottawa,32,New,0,0,0,,
L0000852,20241221,CMP0006,Brampton,48,New,0,0,0,,
L0000853,20240530,CMP0011,Ottawa,41,Lost,0,0,0,,
L0000854,20240226,CMP0006,Vaughan,72,Account Opened,1,1,1,,
L0000855,20240529,CMP0008,London,78,Invested,1,1,1,INV000105,20240705
L0000856,20241103,CMP0007,Mississauga,18,New,0,0,0,,
L0000857,20240320,CMP0013,Mississauga,51,Account Opened,1,1,1,,
L0000858,20241213,CMP0002,London,99,Invested,1,1,1,INV000106,20241219
L0000859,20240803,CMP0016,Mississauga,88,KYC Done,1,1,0,,
L0000860,20240808,CMP0017,Kitchener,81,Qualified,1,0,0,,
L0000861,20240426,CMP0011,Markham,76,KYC Done,1,1,0,,
L0000862,20241202,CMP0010,Mississauga,10,New,0,0,0,,
L0000863,20240114,CMP0013,Markham,97,Account Opened,1,1,1,,
L0000864,20240419,CMP0004,Toronto,76,Qualified,1,0,0,,
L0000865,20240602,CMP0014,Toronto,89,Invested,1,1,1,INV000107,20240604
L0000866,20240623,CMP0004,Windsor,91,Invested,1,1,1,INV000108,20240624
L0000867,20240622,CMP0013,Markham,32,New,0,0,0,,
L0000868,20240224,CMP0006,Ottawa,11,New,0,0,0,,
L0000869,20240323,CMP0014,Vaughan,69,KYC Done,1,1,0,,
L0000870,20240204,CMP0015,Toronto,51,Invested,1,1,1,INV000109,20240211
L0000871,20240728,CMP0004,London,11,New,0,0,0,,
L0000872,20240508,CMP0012,Kitchener,34,New,0,0,0,,
L0000873,20240726,CMP0009,Markham,99,KYC Done,1,1,0,,
L0000874,20240803,CMP0006,Brampton,42,New,0,0,0,,
L0000875,20240913,CMP0011,Brampton,33,New,0,0,0,,
L0000876,20240719,CMP0018,Vaughan,68,Invested,1,1,1,INV000110,20240831
L0000877,20240825,CMP0001,Mississauga,69,Lost,1,1,0,,
L0000878,20240802,CMP0018,Kitchener,39,New,0,0,0,,
L0000879,20240826,CMP0016,Mississauga,86,Invested,1,1,1,INV000111,20241005
L0000880,20240813,CMP0010,Toronto,62,Lost,1,1,0,,
L0000881,20240425,CMP0011,Mississauga,24,New,0,0,0,,
L0000882,20240331,CMP0007,Ottawa,39,New,0,0,0,,
L0000883,20241015,CMP0003,Toronto,86,Account Opened,1,1,1,,
L0000884,20240505,CMP0011,Brampton,18,New,0,0,0,,
L0000885,20240719,CMP0015,Kitchener,11,New,0,0,0,,
L0000886,20240313,CMP0005,Toronto,69,KYC Done,1,1,0,,
L0000887,20240606,CMP0013,Hamilton,49,Lost,1,1,1,,
L0000888,20240712,CMP0014,Brampton,32,New,0,0,0,,
L0000889,20240817,CMP0014,Hamilton,52,Invested,1,1,1,INV000112,20240920
L0000890,20240711,CMP0007,Ottawa,26,New,0,0,0,,
L0000891,20240512,CMP0008,Vaughan,43,New,0,0,0,,
L0000892,20241218,CMP0008,Brampton,31,New,0,0,0,,
L0000893,20240706,CMP0016,Ottawa,62,Invested,1,1,1,INV000113,20240808
L0000894,20241022,CMP0017,Toronto,70,Account Opened,1,1,1,,
L0000895,20240926,CMP0008,Ottawa,92,Account Opened,1,1,1,,
L0000896,20240723,CMP0018,Toronto,16,Lost,0,0,0,,
L0000897,20241120,CMP0011,Hamilton,39,New,0,0,0,,
L0000898,20240216,CMP0007,Brampton,33,Lost,0,0,0,,
L0000899,20241203,CMP0001,Markham,62,KYC Done,1,1,0,,
L0000900,20241107,CMP0011,Brampton,57,Account Opened,1,1,1,,
L0000901,20240703,CMP0012,Hamilton,88,Qualified,1,0,0,,
L0000902,20240925,CMP0018,Toronto,92,KYC Done,1,1,0,,
L0000903,20240709,CMP0013,London,79,Invested,1,1,1,INV000114,20240808
L0000904,20240408,CMP0001,Kitchener,27,New,0,0,0,,
L0000905,20241019,CMP0011,Ottawa,13,New,0,0,0,,
L0000906,20240331,CMP0014,Toronto,90,Qualified,1,0,0,,
L0000907,20240425,CMP0009,Hamilton,94,Invested,1,1,1,INV000115,20240523
L0000908,20240709,CMP0008,Toronto,32,New,0,0,0,,
L0000909,20241102,CMP0015,Ottawa,14,New,0,0,0,,
L0000910,20240520,CMP0012,Toronto,71,Account Opened,1,1,1,,
L0000911,20240629,CMP0013,Ottawa,62,Lost,1,1,1,,
L0000912,20240116,CMP0009,Vaughan,89,KYC Done,1,1,0,,
L0000913,20240212,CMP0006,Toronto,61,KYC Done,1,1,0,,
L0000914,20240121,CMP0010,Ottawa,78,Account Opened,1,1,1,,
L0000915,20240127,CMP0018,Mississauga,80,Account Opened,1,1,1,,
L0000916,20241113,CMP0011,Mississauga,10,New,0,0,0,,
L0000917,20241104,CMP0013,Hamilton,23,New,0,0,0,,
L0000918,20241027,CMP0003,London,80,Invested,1,1,1,INV000116,20241205
L0000919,20240121,CMP0018,Vaughan,26,New,0,0,0,,
L0000920,20240129,CMP0005,Mississauga,28,New,0,0,0,,
L0000921,20240412,CMP0018,Toronto,77,Invested,1,1,1,INV000117,20240430
L0000922,20240725,CMP0009,Ottawa,28,New,0,0,0,,
L0000923,20240502,CMP0017,Hamilton,23,New,0,0,0,,
L0000924,20240627,CMP0017,London,11,New,0,0,0,,
L0000925,20240304,CMP0014,London,52,New,0,0,0,,
L0000926,20240924,CMP0017,Vaughan,67,Lost,1,0,0,,
L0000927,20240424,CMP0011,Toronto,75,Invested,1,1,1,INV000118,20240602
L0000928,20240125,CMP0016,Windsor,91,Account Opened,1,1,1,,
L0000929,20240928,CMP0004,Windsor,68,Account Opened,1,1,1,,
L0000930,20241126,CMP0002,Toronto,78,Account Opened,1,1,1,,
L0000931,20240106,CMP0010,Mississauga,28,New,0,0,0,,
L0000932,20240608,CMP0015,Markham,40,New,0,0,0,,
L0000933,20241029,CMP0014,Ottawa,37,New,0,0,0,,
L0000934,20240915,CMP0010,Toronto,15,New,0,0,0,,
L0000935,20241109,CMP0010,Brampton,97,Invested,1,1,1,INV000119,20241110
L0000936,20240531,CMP0011,Ottawa,31,Lost,0,0,0,,
L0000937,20240516,CMP0016,Vaughan,50,Lost,0,0,0,,
L0000938,20240916,CMP0016,Markham,42,New,0,0,0,,
L0000939,20240226,CMP0002,Kitchener,14,New,0,0,0,,
L0000940,20240328,CMP0011,Ottawa,91,Lost,1,1,0,,
L0000941,20240807,CMP0007,Markham,29,New,0,0,0,,
L0000942,20240901,CMP0015,Toronto,19,Lost,0,0,0,,
L0000943,20240213,CMP0010,Ottawa,40,New,0,0,0,,
L0000944,20240705,CMP0018,Kitchener,22,New,0,0,0,,
L0000945,20240513,CMP0008,Markham,99,Qualified,1,0,0,,
L0000946,20240702,CMP0013,Hamilton,27,New,0,0,0,,
L0000947,20241216,CMP0002,Toronto,37,New,0,0,0,,
L0000948,20240129,CMP0017,Toronto,34,New,0,0,0,,
L0000949,20241230,CMP0003,Hamilton,12,New,0,0,0,,
L0000950,20240613,CMP0007,Mississauga,11,New,0,0,0,,
L0000951,20241009,CMP0016,Mississauga,56,New,0,0,0,,
L0000952,20240604,CMP0018,Vaughan,30,New,0,0,0,,
L0000953,20240423,CMP0009,Toronto,17,New,0,0,0,,
L0000954,20241009,CMP0009,Brampton,36,New,0,0,0,,
L0000955,20240908,CMP0001,Mississauga,34,New,0,0,0,,
L0000956,20240222,CMP0018,Toronto,48,Lost,1,1,1,,
L0000957,20240915,CMP0001,Toronto,99,Invested,1,1,1,INV000120,20241006
L0000958,20241002,CMP0001,Toronto,37,New,0,0,0,,
L0000959,20240521,CMP0009,Ottawa,73,Qualified,1,0,0,,
L0000960,20241204,CMP0001,Brampton,79,Invested,1,1,1,INV000121,20241217
L0000961,20240822,CMP0003,Ottawa,14,Lost,0,0,0,,
L0000962,20240502,CMP0012,Vaughan,55,Lost,1,1,1,,
L0000963,20240104,CMP0013,Ottawa,50,Lost,0,0,0,,
L0000964,20240904,CMP0006,Hamilton,55,New,0,0,0,,
L0000965,20240317,CMP0015,Hamilton,25,New,0,0,0,,
L0000966,20241003,CMP0011,Ottawa,51,Account Opened,1,1,1,,
L0000967,20240711,CMP0005,Mississauga,21,New,0,0,0,,
L0000968,20240619,CMP0013,Kitchener,95,Lost,1,1,1,,
L0000969,20240229,CMP0011,Brampton,62,Account Opened,1,1,1,,
L0000970,20240917,CMP0015,Ottawa,13,New,0,0,0,,
L0000971,20240301,CMP0003,Ottawa,55,KYC Done,1,1,0,,
L0000972,20240601,CMP0005,Markham,93,Account Opened,1,1,1,,
L0000973,20241102,CMP0006,Ottawa,76,Account Opened,1,1,1,,
L0000974,20241202,CMP0007,Ottawa,34,New,0,0,0,,
L0000975,20241228,CMP0016,Ottawa,90,Invested,1,1,1,INV000122,20241231
L0000976,20241216,CMP0014,Markham,26,New,0,0,0,,
L0000977,20240722,CMP0010,Mississauga,32,New,0,0,0,,
L0000978,20240314,CMP0010,Kitchener,23,Lost,0,0,0,,
L0000979,20241103,CMP0016,Vaughan,93,Account Opened,1,1,1,,
L0000980,20241020,CMP0009,Toronto,74,KYC Done,1,1,0,,
L0000981,20241228,CMP0005,Mississauga,56,KYC Done,1,1,0,,
L0000982,20240826,CMP0003,Kitchener,70,Account Opened,1,1,1,,
L0000983,20240221,CMP0006,Mississauga,33,New,0,0,0,,
L0000984,20240703,CMP0012,Mississauga,16,New,0,0,0,,
L0000985,20240613,CMP0009,Toronto,86,Invested,1,1,1,INV000123,20240624
L0000986,20241104,CMP0008,Toronto,96,Qualified,1,0,0,,
L0000987,20240523,CMP0009,Ottawa,13,New,0,0,0,,
L0000988,20240430,CMP0018,London,14,New,0,0,0,,
L0000989,20240130,CMP0018,Hamilton,60,Account Opened,1,1,1,,
L0000990,20241101,CMP0003,Toronto,13,New,0,0,0,,
L0000991,20241003,CMP0003,Ottawa,74,Qualified,1,0,0,,
L0000992,20240116,CMP0005,Mississauga,95,KYC Done,1,1,0,,
L0000993,20240607,CMP0016,Hamilton,35,New,0,0,0,,
L0000994,20240624,CMP0009,Brampton,36,New,0,0,0,,
L0000995,20240620,CMP0016,Windsor,87,Qualified,1,0,0,,
L0000996,20241202,CMP0012,Markham,42,New,0,0,0,,
L0000997,20240225,CMP0010,London,31,New,0,0,0,,
L0000998,20240422,CMP0006,Ottawa,17,New,0,0,0,,
L0000999,20240307,CMP0007,Hamilton,85,Lost,1,1,1,,
L0001000,20240330,CMP0003,Ottawa,93,Invested,1,1,1,INV000124,20240511
L0001001,20241127,CMP0010,Markham,17,New,0,0,0,,
L0001002,20241210,CMP0006,Kitchener,82,Account Opened,1,1,1,,
L0001003,20240117,CMP0006,Windsor,24,New,0,0,0,,
L0001004,20240819,CMP0001,Hamilton,22,New,0,0,0,,
L0001005,20240326,CMP0015,London,44,Lost,0,0,0,,
L0001006,20240311,CMP0017,Brampton,49,New,0,0,0,,
L0001007,20240416,CMP0009,Toronto,86,Account Opened,1,1,1,,
L0001008,20240312,CMP0010,London,72,Qualified,1,0,0,,
L0001009,20240628,CMP0017,Kitchener,23,New,0,0,0,,
L0001010,20241230,CMP0010,Vaughan,62,Qualified,1,0,0,,
L0001011,20240802,CMP0012,Vaughan,88,Account Opened,1,1,1,,
L0001012,20240921,CMP0008,Brampton,69,Account Opened,1,1,1,,
L0001013,20240629,CMP0010,London,30,New,0,0,0,,
L0001014,20240106,CMP0010,Hamilton,21,New,0,0,0,,
L0001015,20240131,CMP0013,Ottawa,50,New,0,0,0,,
L0001016,20240408,CMP0011,Toronto,52,Invested,1,1,1,INV000125,20240512
L0001017,20240330,CMP0010,Ottawa,41,New,0,0,0,,
L0001018,20241103,CMP0002,Mississauga,19,New,0,0,0,,
L0001019,20241104,CMP0017,London,20,New,0,0,0,,
L0001020,20241108,CMP0016,Kitchener,57,KYC Done,1,1,0,,
L0001021,20240821,CMP0004,London,94,Invested,1,1,1,INV000126,20240919
L0001022,20240722,CMP0006,Mississauga,63,Qualified,1,0,0,,
L0001023,20240825,CMP0018,Ottawa,49,New,0,0,0,,
L0001024,20240528,CMP0006,Ottawa,93,Qualified,1,0,0,,
L0001025,20240902,CMP0015,London,72,Account Opened,1,1,1,,
L0001026,20241017,CMP0015,Toronto,74,Qualified,1,0,0,,
L0001027,20241006,CMP0016,Ottawa,61,Invested,1,1,1,INV000127,20241105
L0001028,20240812,CMP0001,Vaughan,78,Invested,1,1,1,INV000128,20240824
L0001029,20240122,CMP0009,Toronto,55,Lost,0,0,0,,
L0001030,20240922,CMP0011,London,65,Account Opened,1,1,1,,
L0001031,20240514,CMP0016,Vaughan,65,KYC Done,1,1,0,,
L0001032,20240929,CMP0005,Markham,77,Account Opened,1,1,1,,
L0001033,20240716,CMP0006,Kitchener,90,Invested,1,1,1,INV000129,20240722
L0001034,20241118,CMP0004,Markham,36,New,0,0,0,,
L0001035,20240503,CMP0014,Ottawa,72,Qualified,1,0,0,,
L0001036,20241206,CMP0018,Ottawa,12,New,0,0,0,,
L0001037,20241105,CMP0003,Toronto,57,KYC Done,1,1,0,,
L0001038,20240501,CMP0005,Toronto,90,Invested,1,1,1,INV000130,20240609
L0001039,20240625,CMP0006,Hamilton,68,Lost,1,1,1,,
L0001040,20240713,CMP0017,Mississauga,34,New,0,0,0,,
L0001041,20241008,CMP0009,Mississauga,64,Account Opened,1,1,1,,
L0001042,20240909,CMP0006,Markham,42,New,0,0,0,,
L0001043,20241107,CMP0006,Toronto,48,Account Opened,1,1,1,,
L0001044,20240515,CMP0011,Mississauga,30,New,0,0,0,,
L0001045,20240703,CMP0007,London,66,Qualified,1,0,0,,
L0001046,20240606,CMP0003,Toronto,27,New,0,0,0,,
L0001047,20241128,CMP0015,Ottawa,49,Account Opened,1,1,1,,
L0001048,20240421,CMP0008,Toronto,94,Account Opened,1,1,1,,
L0001049,20240802,CMP0005,Markham,78,Invested,1,1,1,INV000131,20240806
L0001050,20240213,CMP0014,Hamilton,47,New,0,0,0,,
L0001051,20241107,CMP0014,Hamilton,97,Invested,1,1,1,INV000132,20241116
L0001052,20240520,CMP0003,Mississauga,11,Lost,0,0,0,,
L0001053,20240504,CMP0002,London,96,Qualified,1,0,0,,
L0001054,20240801,CMP0001,Mississauga,41,New,0,0,0,,
L0001055,20240701,CMP0014,Ottawa,83,Qualified,1,0,0,,
L0001056,20241106,CMP0012,Toronto,95,Account Opened,1,1,1,,
L0001057,20240713,CMP0015,Toronto,64,Account Opened,1,1,1,,
L0001058,20240708,CMP0012,Toronto,64,Invested,1,1,1,INV000133,20240718
L0001059,20240208,CMP0008,Toronto,77,Account Opened,1,1,1,,
L0001060,20240109,CMP0011,Toronto,31,Lost,0,0,0,,
L0001061,20240525,CMP0014,Toronto,26,Lost,0,0,0,,
L0001062,20241231,CMP0008,Vaughan,40,New,0,0,0,,
L0001063,20241201,CMP0017,Ottawa,53,New,0,0,0,,
L0001064,20240818,CMP0017,Hamilton,76,Qualified,1,0,0,,
L0001065,20240818,CMP0015,Mississauga,33,New,0,0,0,,
L0001066,20240523,CMP0018,Toronto,60,Invested,1,1,1,INV000134,20240621
L0001067,20240305,CMP0008,Windsor,10,New,0,0,0,,
L0001068,20240104,CMP0003,Toronto,12,New,0,0,0,,
L0001069,20240504,CMP0009,Markham,97,Lost,1,1,0,,
L0001070,20240425,CMP0014,Hamilton,86,Qualified,1,0,0,,
L0001071,20240311,CMP0015,Brampton,87,Qualified,1,0,0,,
L0001072,20240404,CMP0007,London,39,New,0,0,0,,
L0001073,20240110,CMP0006,Markham,56,Invested,1,1,1,INV000135,20240130
L0001074,20240810,CMP0009,Vaughan,70,Account Opened,1,1,1,,
L0001075,20241205,CMP0015,Ottawa,32,New,0,0,0,,
L0001076,20240909,CMP0002,Toronto,77,Account Opened,1,1,1,,
L0001077,20240613,CMP0006,Ottawa,72,Invested,1,1,1,INV000136,20240618
L0001078,20240602,CMP0005,Toronto,46,Qualified,1,0,0,,
L0001079,20240422,CMP0015,Brampton,49,New,0,0,0,,
L0001080,20240222,CMP0009,Hamilton,37,New,0,0,0,,
L0001081,20240807,CMP0002,Mississauga,82,Account Opened,1,1,1,,
L0001082,20240726,CMP0005,Vaughan,98,Qualified,1,0,0,,
L0001083,20240103,CMP0001,Windsor,99,KYC Done,1,1,0,,
L0001084,20240601,CMP0009,Toronto,79,KYC Done,1,1,0,,
L0001085,20240411,CMP0018,Toronto,41,New,0,0,0,,
L0001086,20240303,CMP0011,Ottawa,80,Qualified,1,0,0,,
L0001087,20240914,CMP0016,Toronto,31,New,0,0,0,,
L0001088,20240711,CMP0014,Toronto,90,Lost,1,1,0,,
L0001089,20240819,CMP0016,Kitchener,34,Lost,0,0,0,,
L0001090,20240918,CMP0006,Toronto,46,New,0,0,0,,
L0001091,20241225,CMP0018,Mississauga,18,New,0,0,0,,
L0001092,20241020,CMP0005,Brampton,17,New,0,0,0,,
L0001093,20240815,CMP0008,Toronto,45,New,0,0,0,,
L0001094,20241117,CMP0013,Markham,59,KYC Done,1,1,0,,
L0001095,20240623,CMP0006,Markham,11,New,0,0,0,,
L0001096,20241226,CMP0005,Brampton,86,Invested,1,1,1,INV000137,20241231
L0001097,20241005,CMP0003,Toronto,20,Lost,0,0,0,,
L0001098,20240826,CMP0001,Vaughan,99,KYC Done,1,1,0,,
L0001099,20241126,CMP0010,Hamilton,34,New,0,0,0,,
L0001100,20240707,CMP0018,Ottawa,44,Lost,0,0,0,,
L0001101,20240920,CMP0004,Brampton,24,Lost,0,0,0,,
L0001102,20240414,CMP0008,Ottawa,84,Qualified,1,0,0,,
L0001103,20241218,CMP0017,Mississauga,75,Invested,1,1,1,INV000138,20241219
L0001104,20240816,CMP0014,Ottawa,17,New,0,0,0,,
L0001105,20241013,CMP0001,London,19,New,0,0,0,,
L0001106,20240617,CMP0010,Brampton,64,Lost,1,1,1,,
L0001107,20241113,CMP0003,London,87,Account Opened,1,1,1,,
L0001108,20240128,CMP0005,London,19,New,0,0,0,,
L0001109,20240211,CMP0005,London,29,Lost,0,0,0,,
L0001110,20240704,CMP0012,Ottawa,59,Invested,1,1,1,INV000139,20240814
L0001111,20240925,CMP0004,Toronto,19,New,0,0,0,,
L0001112,20241023,CMP0005,London,37,New,0,0,0,,
L0001113,20240610,CMP0005,Markham,10,New,0,0,0,,
L0001114,20240825,CMP0007,Toronto,54,Account Opened,1,1,1,,
L0001115,20240721,CMP0012,Vaughan,74,Lost,1,1,0,,
L0001116,20241217,CMP0008,Kitchener,47,New,0,0,0,,
L0001117,20240827,CMP0006,Hamilton,33,New,0,0,0,,
L0001118,20240601,CMP0010,Toronto,48,Lost,0,0,0,,
L0001119,20241220,CMP0012,Hamilton,55,Qualified,1,0,0,,
L0001120,20240209,CMP0001,Brampton,24,New,0,0,0,,
L0001121,20241226,CMP0017,Mississauga,20,New,0,0,0,,
L0001122,20240226,CMP0017,Toronto,26,New,0,0,0,,
L0001123,20240415,CMP0011,London,98,Account Opened,1,1,1,,
L0001124,20241027,CMP0011,Ottawa,75,Invested,1,1,1,INV000140,20241127
L0001125,20240925,CMP0013,Ottawa,21,New,0,0,0,,
L0001126,20241221,CMP0008,Brampton,37,New,0,0,0,,
L0001127,20241001,CMP0007,Brampton,47,Account Opened,1,1,1,,
L0001128,20240821,CMP0007,Ottawa,26,New,0,0,0,,
L0001129,20240506,CMP0003,Ottawa,86,Invested,1,1,1,INV000141,20240525
L0001130,20240102,CMP0016,Toronto,94,Invested,1,1,1,INV000142,20240105
L0001131,20240215,CMP0006,Brampton,32,New,0,0,0,,
L0001132,20240418,CMP0006,Toronto,11,Lost,0,0,0,,
L0001133,20240115,CMP0018,Markham,34,New,0,0,0,,
L0001134,20240704,CMP0010,Ottawa,62,KYC Done,1,1,0,,
L0001135,20241011,CMP0012,Markham,82,Account Opened,1,1,1,,
L0001136,20241218,CMP0005,Brampton,40,New,0,0,0,,
L0001137,20240628,CMP0005,Toronto,34,New,0,0,0,,
L0001138,20241116,CMP0014,Mississauga,32,New,0,0,0,,
L0001139,20241226,CMP0009,Mississauga,10,New,0,0,0,,
L0001140,20241110,CMP0003,Brampton,11,New,0,0,0,,
L0001141,20240619,CMP0016,Markham,48,New,0,0,0,,
L0001142,20240429,CMP0008,Toronto,65,Account Opened,1,1,1,,
L0001143,20241223,CMP0013,Brampton,11,New,0,0,0,,
L0001144,20240329,CMP0007,Toronto,28,New,0,0,0,,
L0001145,20240530,CMP0011,Brampton,91,KYC Done,1,1,0,,
L0001146,20240128,CMP0014,Hamilton,99,Invested,1,1,1,INV000143,20240204
L0001147,20241017,CMP0016,Toronto,67,Lost,1,0,0,,
L0001148,20240825,CMP0004,Toronto,56,Account Opened,1,1,1,,
L0001149,20240201,CMP0013,London,62,Account Opened,1,1,1,,
L0001150,20240322,CMP0017,Brampton,43,New,0,0,0,,
L0001151,20240722,CMP0012,Brampton,28,New,0,0,0,,
L0001152,20240716,CMP0003,London,43,New,0,0,0,,
L0001153,20241020,CMP0004,Toronto,72,Invested,1,1,1,INV000144,20241202
L0001154,20240407,CMP0004,Vaughan,69,Lost,1,0,0,,
L0001155,20241204,CMP0002,Markham,70,Lost,1,1,1,,
L0001156,20240611,CMP0014,Brampton,64,Lost,1,0,0,,
L0001157,20241028,CMP0018,Ottawa,15,New,0,0,0,,
L0001158,20240328,CMP0010,Brampton,66,Account Opened,1,1,1,,
L0001159,20240114,CMP0011,Markham,89,Lost,1,1,0,,
L0001160,20240121,CMP0014,Toronto,68,Invested,1,1,1,INV000145,20240204
L0001161,20240516,CMP0008,Hamilton,62,Qualified,1,0,0,,
L0001162,20241214,CMP0009,Mississauga,30,Lost,0,0,0,,
L0001163,20240118,CMP0011,Markham,81,Qualified,1,0,0,,
L0001164,20240515,CMP0006,Windsor,50,Account Opened,1,1,1,,
L0001165,20240209,CMP0002,Mississauga,33,Lost,0,0,0,,
L0001166,20241206,CMP0011,Ottawa,54,New,0,0,0,,
L0001167,20240904,CMP0015,Ottawa,20,New,0,0,0,,
L0001168,20241006,CMP0002,Ottawa,93,Account Opened,1,1,1,,
L0001169,20240918,CMP0004,Toronto,73,Invested,1,1,1,INV000146,20240930
L0001170,20240828,CMP0005,Hamilton,39,New,0,0,0,,
L0001171,20241010,CMP0015,London,81,Lost,1,1,1,,
L0001172,20240103,CMP0010,Kitchener,14,New,0,0,0,,
L0001173,20241112,CMP0010,London,44,New,0,0,0,,
L0001174,20240927,CMP0012,Hamilton,68,Account Opened,1,1,1,,
L0001175,20240927,CMP0005,Mississauga,12,New,0,0,0,,
L0001176,20240523,CMP0013,Toronto,73,Invested,1,1,1,INV000147,20240525
L0001177,20241020,CMP0001,Hamilton,83,Account Opened,1,1,1,,
L0001178,20240519,CMP0003,Hamilton,63,KYC Done,1,1,0,,
L0001179,20240118,CMP0015,Markham,28,New,0,0,0,,
L0001180,20241128,CMP0012,Ottawa,77,KYC Done,1,1,0,,
L0001181,20240326,CMP0004,Toronto,40,New,0,0,0,,
L0001182,20240207,CMP0008,Mississauga,76,Account Opened,1,1,1,,
L0001183,20240815,CMP0001,Ottawa,66,Lost,1,1,1,,
L0001184,20240326,CMP0013,Mississauga,18,New,0,0,0,,
L0001185,20241110,CMP0014,Toronto,18,New,0,0,0,,
L0001186,20240611,CMP0006,Toronto,11,New,0,0,0,,
L0001187,20240102,CMP0007,Brampton,16,Lost,0,0,0,,
L0001188,20241214,CMP0005,Mississauga,36,New,0,0,0,,
L0001189,20240707,CMP0008,Windsor,12,New,0,0,0,,
L0001190,20240406,CMP0005,Vaughan,94,KYC Done,1,1,0,,
L0001191,20240904,CMP0005,Toronto,92,Invested,1,1,1,INV000148,20240925
L0001192,20240713,CMP0008,London,25,New,0,0,0,,
L0001193,20240111,CMP0016,Ottawa,38,New,0,0,0,,
L0001194,20241005,CMP0014,Kitchener,76,Account Opened,1,1,1,,
L0001195,20240526,CMP0006,Hamilton,69,Qualified,1,0,0,,
L0001196,20240913,CMP0017,Toronto,62,Account Opened,1,1,1,,
L0001197,20241123,CMP0004,Toronto,99,Account Opened,1,1,1,,
L0001198,20240811,CMP0017,Windsor,66,Account Opened,1,1,1,,
L0001199,20240902,CMP0006,Kitchener,70,Account Opened,1,1,1,,
L0001200,20240403,CMP0010,Ottawa,55,Account Opened,1,1,1,,
L0001201,20240327,CMP0004,Ottawa,57,Invested,1,1,1,INV000149,20240419
L0001202,20240531,CMP0014,Ottawa,36,New,0,0,0,,
L0001203,20241108,CMP0006,Markham,56,New,0,0,0,,
L0001204,20240710,CMP0016,Ottawa,92,Invested,1,1,1,INV000150,20240721
L0001205,20240507,CMP0002,Toronto,43,Lost,0,0,0,,
L0001206,20241012,CMP0010,Mississauga,21,New,0,0,0,,
L0001207,20241108,CMP0003,Ottawa,63,Invested,1,1,1,INV000151,20241207
L0001208,20241126,CMP0017,Brampton,80,Invested,1,1,1,INV000152,20241231
L0001209,20240419,CMP0008,Markham,96,Account Opened,1,1,1,,
L0001210,20240916,CMP0013,Kitchener,58,Account Opened,1,1,1,,
L0001211,20240804,CMP0016,Mississauga,80,Invested,1,1,1,INV000153,20240809
L0001212,20240613,CMP0010,Vaughan,32,New,0,0,0,,
L0001213,20240525,CMP0002,London,48,New,0,0,0,,
L0001214,20240211,CMP0004,Hamilton,47,New,0,0,0,,
L0001215,20240410,CMP0004,Toronto,39,New,0,0,0,,
L0001216,20240720,CMP0017,Brampton,74,Qualified,1,0,0,,
