TransactionID,TransactionDateKey,InvestorID,SchemeID,Amount,TxnType,InvestmentMode,IsFirstInvestmentFlag
T000001374,20240720,INV000174,SCH0001,54089.0,Purchase,LumpSum,0
T000001375,20241024,INV000533,SCH0008,663.0,Purchase,SIP,0
T000001376,20240710,INV000606,SCH0006,51109.0,Purchase,LumpSum,0
T000001377,20240428,INV000109,SCH0003,1295.0,Purchase,SIP,0
T000001378,20240919,INV000188,SCH0006,780.0,Purchase,SIP,0
T000001379,20240808,INV000219,SCH0007,-6375.0,Redemption,LumpSum,0
T000001380,20240326,INV000524,SCH0005,44268.0,Purchase,LumpSum,0
T000001381,20241020,INV000138,SCH0012,9669.0,Purchase,LumpSum,0
T000001382,20240807,INV000313,SCH0005,7808.0,Purchase,LumpSum,0
T000001383,20240824,INV000121,SCH0001,25273.0,Purchase,LumpSum,0
T000001384,20240317,INV000243,SCH0007,815.0,Purchase,SIP,0
T000001385,20240409,INV000459,SCH0010,15986.0,Purchase,LumpSum,0
T000001386,20241101,INV000449,SCH0010,2024.0,Purchase,SIP,0
T000001387,20240920,INV000596,SCH0007,2272.0,Purchase,SIP,0
T000001388,20241217,INV000509,SCH0001,-28628.0,Redemption,LumpSum,0
T000001389,20240307,INV000521,SCH0001,5150.0,Purchase,LumpSum,0
T000001390,20240905,INV000655,SCH0007,-2074.0,Redemption,LumpSum,0
T000001391,20240112,INV000595,SCH0002,8360.0,Purchase,LumpSum,0
T000001392,20240914,INV000291,SCH0001,-30524.0,Redemption,LumpSum,0
T000001393,20241220,INV000515,SCH0004,33986.0,Purchase,LumpSum,0
T000001394,20240216,INV000285,SCH0006,2352.0,Purchase,LumpSum,0
T000001395,20240525,INV000578,SCH0005,1304.0,Purchase,SIP,0
T000001396,20240130,INV000250,SCH0002,1842.0,Purchase,SIP,0
T000001397,20240404,INV000655,SCH0002,662.0,Purchase,SIP,0
T000001398,20240826,INV000412,SCH0009,1603.0,Purchase,SIP,0
T000001399,20240530,INV000073,SCH0010,2587.0,Purchase,SIP,0
T000001400,20240606,INV000155,SCH0008,11824.0,Purchase,LumpSum,0
T000001401,20241104,INV000668,SCH0002,731.0,Purchase,SIP,0
T000001402,20240610,INV000583,SCH0008,2114.0,Purchase,SIP,0
T000001403,20240118,INV000183,SCH0006,-19092.0,Redemption,LumpSum,0
T000001404,20241021,INV000359,SCH0003,591.0,Purchase,SIP,0
T000001405,20241113,INV000270,SCH0009,1375.0,Purchase,SIP,0
T000001406,20240712,INV000110,SCH0008,988.0,Purchase,SIP,0
T000001407,20240719,INV000503,SCH0002,23236.0,Purchase,LumpSum,0
T000001408,20241214,INV000661,SCH0009,-24692.0,Redemption,LumpSum,0
T000001409,20241119,INV000260,SCH0001,-43337.0,Redemption,LumpSum,0
T000001410,20240810,INV000537,SCH0012,-11698.0,Redemption,LumpSum,0
T000001411,20240915,INV000576,SCH0004,1398.0,Purchase,SIP,0
T000001412,20240624,INV000560,SCH0001,-21760.0,Redemption,LumpSum,0
T000001413,20240316,INV000044,SCH0009,-30037.0,Redemption,LumpSum,0
T000001414,20240818,INV000062,SCH0003,-11200.0,Redemption,LumpSum,0
T000001415,20241224,INV000054,SCH0001,1027.0,Purchase,SIP,0
T000001416,20241013,INV000443,SCH0005,25965.0,Purchase,LumpSum,0
T000001417,20241212,INV000498,SCH0010,1092.0,Purchase,SIP,0
T000001418,20240111,INV000530,SCH0009,1676.0,Purchase,SIP,0
T000001419,20240717,INV000294,SCH0009,-41555.0,Redemption,LumpSum,0
T000001420,20241101,INV000325,SCH0004,-31468.0,Redemption,LumpSum,0
T000001421,20241220,INV000424,SCH0012,2413.0,Purchase,SIP,0
T000001422,20240812,INV000647,SCH0001,1578.0,Purchase,SIP,0
T000001423,20240921,INV000366,SCH0002,1714.0,Purchase,SIP,0
T000001424,20241228,INV000511,SCH0001,-2654.0,Redemption,LumpSum,0
T000001425,20240916,INV000379,SCH0001,1897.0,Purchase,SIP,0
T000001426,20240801,INV000121,SCH0012,1120.0,Purchase,SIP,0
T000001427,20241210,INV000506,SCH0006,26975.0,Purchase,LumpSum,0
T000001428,20240126,INV000275,SCH0006,576.0,Purchase,SIP,0
T000001429,20241114,INV000374,SCH0007,1418.0,Purchase,SIP,0
T000001430,20241012,INV000339,SCH0004,435.0,Purchase,SIP,0
T000001431,20240424,INV000340,SCH0008,2160.0,Purchase,SIP,0
T000001432,20240215,INV000303,SCH0009,-27683.0,Redemption,LumpSum,0
T000001433,20240430,INV000266,SCH0004,6194.0,Purchase,LumpSum,0
T000001434,20240706,INV000137,SCH0012,611.0,Purchase,SIP,0
T000001435,20240501,INV000440,SCH0003,882.0,Purchase,SIP,0
T000001436,20240331,INV000010,SCH0012,-2622.0,Redemption,LumpSum,0
T000001437,20240617,INV000248,SCH0008,557.0,Purchase,SIP,0
T000001438,20240120,INV000191,SCH0006,1624.0,Purchase,SIP,0
T000001439,20240307,INV000500,SCH0003,15233.0,Purchase,LumpSum,0
T000001440,20240212,INV000298,SCH0011,1261.0,Purchase,SIP,0
T000001441,20241216,INV000419,SCH0004,1006.0,Purchase,SIP,0
T000001442,20240421,INV000551,SCH0002,9449.0,Purchase,LumpSum,0
T000001443,20241227,INV000534,SCH0012,22908.0,Purchase,LumpSum,0
T000001444,20241224,INV000213,SCH0006,23862.0,Purchase,LumpSum,0
T000001445,20240515,INV000306,SCH0011,778.0,Purchase,SIP,0
T000001446,20240727,INV000527,SCH0011,26309.0,Purchase,LumpSum,0
T000001447,20240208,INV000119,SCH0006,1756.0,Purchase,SIP,0
T000001448,20240126,INV000487,SCH0003,989.0,Purchase,SIP,0
T000001449,20240719,INV000509,SCH0008,-39506.0,Redemption,LumpSum,0
T000001450,20241212,INV000609,SCH0009,37658.0,Purchase,LumpSum,0
T000001451,20240227,INV000470,SCH0003,45582.0,Purchase,LumpSum,0
T000001452,20241223,INV000008,SCH0004,1069.0,Purchase,SIP,0
T000001453,20241110,INV000502,SCH0012,485.0,Purchase,SIP,0
T000001454,20240114,INV000562,SCH0006,10339.0,Purchase,LumpSum,0
T000001455,20240915,INV000368,SCH0003,1534.0,Purchase,SIP,0
T000001456,20240517,INV000098,SCH0009,27780.0,Purchase,LumpSum,0
T000001457,20240502,INV000027,SCH0003,494.0,Purchase,SIP,0
T000001458,20241120,INV000337,SCH0003,10254.0,Purchase,LumpSum,0
T000001459,20240621,INV000178,SCH0009,1761.0,Purchase,SIP,0
T000001460,20241016,INV000465,SCH0003,674.0,Purchase,SIP,0
T000001461,20240504,INV000028,SCH0011,-38462.0,Redemption,LumpSum,0
T000001462,20241223,INV000568,SCH0008,32195.0,Purchase,LumpSum,0
T000001463,20240517,INV000529,SCH0006,1315.0,Purchase,SIP,0
T000001464,20240104,INV000516,SCH0005,5016.0,Purchase,LumpSum,0
T000001465,20240525,INV000527,SCH0003,1688.0,Purchase,SIP,0
T000001466,20241026,INV000523,SCH0004,-35205.0,Redemption,LumpSum,0
T000001467,20241031,INV000494,SCH0001,1344.0,Purchase,SIP,0
T000001468,20240417,INV000031,SCH0005,2550.0,Purchase,SIP,0
T000001469,20240919,INV000278,SCH0004,2984.0,Purchase,LumpSum,0
T000001470,20240625,INV000182,SCH0002,2116.0,Purchase,SIP,0
T000001471,20240615,INV000233,SCH0007,1764.0,Purchase,SIP,0
T000001472,20240616,INV000006,SCH0004,14198.0,Purchase,LumpSum,0
T000001473,20240428,INV000029,SCH0011,-33791.0,Redemption,LumpSum,0
T000001474,20241119,INV000167,SCH0002,2087.0,Purchase,SIP,0
T000001475,20240228,INV000209,SCH0002,19093.0,Purchase,LumpSum,0
T000001476,20240812,INV000547,SCH0006,26235.0,Purchase,LumpSum,0
T000001477,20240808,INV000457,SCH0012,5011.0,Purchase,LumpSum,0
T000001478,20240727,INV000413,SCH0008,14467.0,Purchase,LumpSum,0
T000001479,20240430,INV000113,SCH0002,-8203.0,Redemption,LumpSum,0
T000001480,20240425,INV000267,SCH0002,22790.0,Purchase,LumpSum,0
T000001481,20240524,INV000472,SCH0010,-9261.0,Redemption,LumpSum,0
T000001482,20240805,INV000483,SCH0008,24530.0,Purchase,LumpSum,0
T000001483,20240308,INV000461,SCH0002,1569.0,Purchase,SIP,0
T000001484,20240923,INV000157,SCH0012,2251.0,Purchase,SIP,0
T000001485,20240424,INV000490,SCH0005,-2316.0,Redemption,LumpSum,0
T000001486,20240829,INV000136,SCH0007,2136.0,Purchase,SIP,0
T000001487,20240121,INV000118,SCH0005,2980.0,Purchase,LumpSum,0
T000001488,20240719,INV000203,SCH0010,-34359.0,Redemption,LumpSum,0
T000001489,20240920,INV000208,SCH0009,580.0,Purchase,SIP,0
T000001490,20240914,INV000217,SCH0003,2174.0,Purchase,SIP,0
T000001491,20240304,INV000189,SCH0008,47845.0,Purchase,LumpSum,0
T000001492,20240202,INV000088,SCH0004,2173.0,Purchase,SIP,0
T000001493,20240206,INV000500,SCH0004,32288.0,Purchase,LumpSum,0
T000001494,20240125,INV000155,SCH0010,1465.0,Purchase,SIP,0
T000001495,20240402,INV000567,SCH0005,1223.0,Purchase,SIP,0
T000001496,20240810,INV000244,SCH0008,19359.0,Purchase,LumpSum,0
T000001497,20240609,INV000070,SCH0008,-35092.0,Redemption,LumpSum,0
T000001498,20241105,INV000676,SCH0012,-38713.0,Redemption,LumpSum,0
T000001499,20240404,INV000138,SCH0007,-34223.0,Redemption,LumpSum,0
T000001500,20240405,INV000668,SCH0002,2293.0,Purchase,SIP,0
T000001501,20240804,INV000457,SCH0002,14475.0,Purchase,LumpSum,0
T000001502,20240513,INV000165,SCH0001,2456.0,Purchase,SIP,0
T000001503,20240303,INV000471,SCH0002,-38051.0,Redemption,LumpSum,0
T000001504,20240206,INV000566,SCH0002,1568.0,Purchase,SIP,0
T000001505,20240427,INV000234,SCH0002,-40937.0,Redemption,LumpSum,0
T000001506,20240708,INV000385,SCH0008,-19820.0,Redemption,LumpSum,0
T000001507,20240516,INV000002,SCH0002,1275.0,Purchase,SIP,0
T000001508,20240916,INV000444,SCH0001,-42385.0,Redemption,LumpSum,0
T000001509,20241124,INV000287,SCH0008,1336.0,Purchase,SIP,0
T000001510,20240306,INV000603,SCH0002,1139.0,Purchase,SIP,0
T000001511,20240322,INV000263,SCH0007,1978.0,Purchase,SIP,0
T000001512,20240110,INV000411,SCH0005,24348.0,Purchase,LumpSum,0
T000001513,20240313,INV000058,SCH0002,51295.0,Purchase,LumpSum,0
T000001514,20241102,INV000517,SCH0006,29189.0,Purchase,LumpSum,0
T000001515,20241207,INV000533,SCH0002,17214.0,Purchase,LumpSum,0
T000001516,20240703,INV000326,SCH0002,-10319.0,Redemption,LumpSum,0
T000001517,20240729,INV000461,SCH0002,6308.0,Purchase,LumpSum,0
T000001518,20240622,INV000409,SCH0003,-38906.0,Redemption,LumpSum,0
T000001519,20241107,INV000641,SCH0007,1571.0,Purchase,SIP,0
T000001520,20241222,INV000123,SCH0009,1400.0,Purchase,SIP,0
T000001521,20240208,INV000062,SCH0001,2123.0,Purchase,SIP,0
T000001522,20240808,INV000665,SCH0004,-9589.0,Redemption,LumpSum,0
T000001523,20241227,INV000671,SCH0003,-23824.0,Redemption,LumpSum,0
T000001524,20241205,INV000583,SCH0001,-42678.0,Redemption,LumpSum,0
T000001525,20240206,INV000462,SCH0001,2121.0,Purchase,SIP,0
T000001526,20241225,INV000591,SCH0005,944.0,Purchase,SIP,0
T000001527,20241224,INV000591,SCH0011,53715.0,Purchase,LumpSum,0
T000001528,20240527,INV000565,SCH0009,-22028.0,Redemption,LumpSum,0
T000001529,20240425,INV000350,SCH0005,1120.0,Purchase,SIP,0
T000001530,20240409,INV000134,SCH0003,59717.0,Purchase,LumpSum,0
T000001531,20240428,INV000644,SCH0008,-18185.0,Redemption,LumpSum,0
T000001532,20241012,INV000222,SCH0012,-7447.0,Redemption,LumpSum,0
T000001533,20240324,INV000135,SCH0008,1048.0,Purchase,SIP,0
T000001534,20240613,INV000229,SCH0004,1026.0,Purchase,SIP,0
T000001535,20241029,INV000167,SCH0001,1712.0,Purchase,SIP,0
T000001536,20240715,INV000520,SCH0010,1446.0,Purchase,SIP,0
T000001537,20240216,INV000630,SCH0003,2030.0,Purchase,SIP,0
T000001538,20240813,INV000137,SCH0010,39678.0,Purchase,LumpSum,0
T000001539,20241118,INV000237,SCH0004,-23710.0,Redemption,LumpSum,0
T000001540,20241105,INV000539,SCH0003,14968.0,Purchase,LumpSum,0
T000001541,20240914,INV000164,SCH0008,-44999.0,Redemption,LumpSum,0
T000001542,20240531,INV000033,SCH0004,-28310.0,Redemption,LumpSum,0
T000001543,20241023,INV000523,SCH0010,-28757.0,Redemption,LumpSum,0
T000001544,20240402,INV000676,SCH0010,48883.0,Purchase,LumpSum,0
T000001545,20240704,INV000197,SCH0005,-36904.0,Redemption,LumpSum,0
T000001546,20240813,INV000667,SCH0001,18349.0,Purchase,LumpSum,0
T000001547,20240710,INV000508,SCH0007,-8598.0,Redemption,LumpSum,0
T000001548,20240613,INV000114,SCH0010,34377.0,Purchase,LumpSum,0
T000001549,20240607,INV000331,SCH0003,39593.0,Purchase,LumpSum,0
T000001550,20241112,INV000176,SCH0011,1183.0,Purchase,SIP,0
T000001551,20240326,INV000439,SCH0004,1239.0,Purchase,SIP,0
T000001552,20240221,INV000057,SCH0001,24252.0,Purchase,LumpSum,0
T000001553,20240119,INV000266,SCH0002,633.0,Purchase,SIP,0
T000001554,20240830,INV000270,SCH0002,57479.0,Purchase,LumpSum,0
T000001555,20240319,INV000156,SCH0006,56054.0,Purchase,LumpSum,0
T000001556,20240601,INV000106,SCH0011,37013.0,Purchase,LumpSum,0
T000001557,20240609,INV000519,SCH0002,41433.0,Purchase,LumpSum,0
T000001558,20240727,INV000359,SCH0012,45419.0,Purchase,LumpSum,0
T000001559,20240830,INV000697,SCH0004,-32499.0,Redemption,LumpSum,0
T000001560,20240711,INV000457,SCH0002,-37262.0,Redemption,LumpSum,0
T000001561,20240610,INV000611,SCH0009,1282.0,Purchase,SIP,0
T000001562,20241021,INV000464,SCH0001,16526.0,Purchase,LumpSum,0
T000001563,20240806,INV000542,SCH0008,-17875.0,Redemption,LumpSum,0
T000001564,20241030,INV000144,SCH0006,1747.0,Purchase,SIP,0
T000001565,20240509,INV000269,SCH0006,2146.0,Purchase,SIP,0
T000001566,20241106,INV000068,SCH0005,10258.0,Purchase,LumpSum,0
T000001567,20241011,INV000178,SCH0001,2152.0,Purchase,SIP,0
T000001568,20241110,INV000683,SCH0009,17408.0,Purchase,LumpSum,0
T000001569,20240916,INV000567,SCH0005,1526.0,Purchase,SIP,0
T000001570,20241024,INV000401,SCH0009,-35866.0,Redemption,LumpSum,0
T000001571,20240628,INV000550,SCH0012,47261.0,Purchase,LumpSum,0
T000001572,20241020,INV000404,SCH0003,41671.0,Purchase,LumpSum,0
T000001573,20240423,INV000073,SCH0001,1567.0,Purchase,SIP,0
T000001574,20240422,INV000140,SCH0009,643.0,Purchase,SIP,0
T000001575,20240505,INV000012,SCH0006,16773.0,Purchase,LumpSum,0
T000001576,20240121,INV000088,SCH0005,-34811.0,Redemption,LumpSum,0
T000001577,20240603,INV000519,SCH0001,1024.0,Purchase,SIP,0
T000001578,20240904,INV000539,SCH0001,-31147.0,Redemption,LumpSum,0
T000001579,20241203,INV000679,SCH0005,52188.0,Purchase,LumpSum,0
T000001580,20240315,INV000450,SCH0001,451.0,Purchase,SIP,0
T000001581,20240610,INV000437,SCH0005,17278.0,Purchase,LumpSum,0
T000001582,20240324,INV000232,SCH0010,-34205.0,Redemption,LumpSum,0
T000001583,20241215,INV000386,SCH0009,-1439.0,Redemption,LumpSum,0
T000001584,20241104,INV000271,SCH0002,-24866.0,Redemption,LumpSum,0
T000001585,20240426,INV000259,SCH0007,56593.0,Purchase,LumpSum,0
T000001586,20240307,INV000136,SCH0011,1917.0,Purchase,SIP,0
T000001587,20240728,INV000366,SCH0006,34699.0,Purchase,LumpSum,0
T000001588,20240226,INV000594,SCH0010,43117.0,Purchase,LumpSum,0
T000001589,20240419,INV000525,SCH0003,-35997.0,Redemption,LumpSum,0
T000001590,20241220,INV000021,SCH0001,-15879.0,Redemption,LumpSum,0
T000001591,20240622,INV000692,SCH0003,-20493.0,Redemption,LumpSum,0
T000001592,20240914,INV000173,SCH0004,-43526.0,Redemption,LumpSum,0
T000001593,20240122,INV000224,SCH0001,49700.0,Purchase,LumpSum,0
T000001594,20240428,INV000570,SCH0002,1430.0,Purchase,SIP,0
T000001595,20240604,INV000691,SCH0011,-37106.0,Redemption,LumpSum,0
T000001596,20240503,INV000633,SCH0008,-3999.0,Redemption,LumpSum,0
T000001597,20241220,INV000698,SCH0001,2304.0,Purchase,SIP,0
T000001598,20241116,INV000472,SCH0012,965.0,Purchase,SIP,0
T000001599,20240815,INV000243,SCH0006,-9297.0,Redemption,LumpSum,0
T000001600,20240925,INV000257,SCH0010,-27800.0,Redemption,LumpSum,0
T000001601,20240417,INV000166,SCH0003,891.0,Purchase,SIP,0
T000001602,20240928,INV000539,SCH0003,1346.0,Purchase,SIP,0
T000001603,20241208,INV000070,SCH0003,15907.0,Purchase,LumpSum,0
T000001604,20240420,INV000416,SCH0001,1921.0,Purchase,SIP,0
T000001605,20240912,INV000524,SCH0008,1938.0,Purchase,SIP,0
T000001606,20240212,INV000094,SCH0007,42562.0,Purchase,LumpSum,0
T000001607,20240317,INV000508,SCH0010,40202.0,Purchase,LumpSum,0
T000001608,20240103,INV000496,SCH0002,1314.0,Purchase,SIP,0
T000001609,20241201,INV000239,SCH0006,2040.0,Purchase,SIP,0
T000001610,20240617,INV000554,SCH0007,2199.0,Purchase,SIP,0
T000001611,20240417,INV000385,SCH0001,2406.0,Purchase,SIP,0
T000001612,20240429,INV000690,SCH0008,1200.0,Purchase,SIP,0
T000001613,20241110,INV000654,SCH0006,-16271.0,Redemption,LumpSum,0
T000001614,20240303,INV000602,SCH0002,-23469.0,Redemption,LumpSum,0
T000001615,20241217,INV000176,SCH0002,38146.0,Purchase,LumpSum,0
T000001616,20240527,INV000696,SCH0002,18803.0,Purchase,LumpSum,0
T000001617,20240621,INV000583,SCH0010,40397.0,Purchase,LumpSum,0
T000001618,20240828,INV000295,SCH0007,-19951.0,Redemption,LumpSum,0
T000001619,20240323,INV000345,SCH0012,51829.0,Purchase,LumpSum,0
T000001620,20241102,INV000121,SCH0006,1223.0,Purchase,SIP,0
T000001621,20240418,INV000149,SCH0004,1129.0,Purchase,SIP,0
T000001622,20240127,INV000115,SCH0006,29194.0,Purchase,LumpSum,0
T000001623,20241031,INV000179,SCH0004,-37680.0,Redemption,LumpSum,0
T000001624,20241218,INV000549,SCH0005,1115.0,Purchase,SIP,0
T000001625,20240215,INV000312,SCH0010,17705.0,Purchase,LumpSum,0
T000001626,20240402,INV000158,SCH0001,599.0,Purchase,SIP,0
T000001627,20240226,INV000292,SCH0001,2520.0,Purchase,SIP,0
T000001628,20240907,INV000253,SCH0006,54524.0,Purchase,LumpSum,0
T000001629,20240923,INV000093,SCH0003,1004.0,Purchase,SIP,0
T000001630,20240707,INV000373,SCH0005,536.0,Purchase,SIP,0
T000001631,20240427,INV000647,SCH0004,-43460.0,Redemption,LumpSum,0
T000001632,20240323,INV000459,SCH0006,58253.0,Purchase,LumpSum,0
T000001633,20240502,INV000625,SCH0007,1769.0,Purchase,SIP,0
T000001634,20240621,INV000026,SCH0006,-1635.0,Redemption,LumpSum,0
T000001635,20240314,INV000101,SCH0004,708.0,Purchase,SIP,0
T000001636,20240519,INV000170,SCH0011,-18503.0,Redemption,LumpSum,0
T000001637,20240520,INV000503,SCH0007,1394.0,Purchase,SIP,0
T000001638,20240823,INV000484,SCH0005,1574.0,Purchase,SIP,0
T000001639,20240601,INV000010,SCH0004,2411.0,Purchase,SIP,0
T000001640,20240401,INV000463,SCH0009,51180.0,Purchase,LumpSum,0
T000001641,20241223,INV000194,SCH0006,1196.0,Purchase,SIP,0
T000001642,20240326,INV000588,SCH0001,13841.0,Purchase,LumpSum,0
T000001643,20241221,INV000289,SCH0007,1536.0,Purchase,SIP,0
T000001644,20241217,INV000063,SCH0002,1098.0,Purchase,SIP,0
T000001645,20241216,INV000383,SCH0004,2310.0,Purchase,SIP,0
T000001646,20241103,INV000453,SCH0005,2421.0,Purchase,SIP,0
T000001647,20240909,INV000088,SCH0005,58499.0,Purchase,LumpSum,0
T000001648,20241215,INV000094,SCH0002,47979.0,Purchase,LumpSum,0
T000001649,20240803,INV000012,SCH0005,1113.0,Purchase,SIP,0
T000001650,20240503,INV000033,SCH0009,-29960.0,Redemption,LumpSum,0
T000001651,20240312,INV000100,SCH0003,1851.0,Purchase,SIP,0
T000001652,20241021,INV000162,SCH0003,2466.0,Purchase,SIP,0
T000001653,20240606,INV000148,SCH0006,-27329.0,Redemption,LumpSum,0
T000001654,20240605,INV000399,SCH0010,32841.0,Purchase,LumpSum,0
T000001655,20241105,INV000380,SCH0007,-10719.0,Redemption,LumpSum,0
T000001656,20240821,INV000125,SCH0005,2275.0,Purchase,SIP,0
T000001657,20240419,INV000161,SCH0009,918.0,Purchase,SIP,0
T000001658,20240319,INV000125,SCH0002,5278.0,Purchase,LumpSum,0
T000001659,20240121,INV000354,SCH0007,1925.0,Purchase,SIP,0
T000001660,20240408,INV000338,SCH0005,1023.0,Purchase,SIP,0
T000001661,20241109,INV000026,SCH0004,-21993.0,Redemption,LumpSum,0
T000001662,20241214,INV000239,SCH0008,-4099.0,Redemption,LumpSum,0
T000001663,20240331,INV000373,SCH0005,45104.0,Purchase,LumpSum,0
T000001664,20241221,INV000549,SCH0006,2392.0,Purchase,SIP,0
T000001665,20241212,INV000073,SCH0005,47078.0,Purchase,LumpSum,0
T000001666,20240608,INV000178,SCH0010,-5825.0,Redemption,LumpSum,0
T000001667,20240206,INV000680,SCH0001,54020.0,Purchase,LumpSum,0
T000001668,20240827,INV000649,SCH0005,-24791.0,Redemption,LumpSum,0
T000001669,20240927,INV000260,SCH0010,-12934.0,Redemption,LumpSum,0
T000001670,20241014,INV000643,SCH0002,1055.0,Purchase,SIP,0
T000001671,20240726,INV000181,SCH0001,48094.0,Purchase,LumpSum,0
T000001672,20241015,INV000232,SCH0003,2508.0,Purchase,SIP,0
T000001673,20240902,INV000415,SCH0006,51575.0,Purchase,LumpSum,0
T000001674,20240527,INV000093,SCH0010,800.0,Purchase,SIP,0
T000001675,20240514,INV000296,SCH0004,36077.0,Purchase,LumpSum,0
T000001676,20240303,INV000184,SCH0002,1267.0,Purchase,SIP,0
T000001677,20240411,INV000354,SCH0001,-9322.0,Redemption,LumpSum,0
T000001678,20241031,INV000567,SCH0009,2193.0,Purchase,SIP,0
T000001679,20240212,INV000397,SCH0001,747.0,Purchase,SIP,0
T000001680,20240411,INV000542,SCH0003,802.0,Purchase,SIP,0
T000001681,20240120,INV000540,SCH0007,515.0,Purchase,SIP,0
T000001682,20240426,INV000634,SCH0003,2401.0,Purchase,SIP,0
T000001683,20241218,INV000407,SCH0004,-28432.0,Redemption,LumpSum,0
T000001684,20240419,INV000646,SCH0009,29469.0,Purchase,LumpSum,0
T000001685,20240413,INV000515,SCH0004,1184.0,Purchase,SIP,0
T000001686,20240728,INV000271,SCH0011,2018.0,Purchase,SIP,0
T000001687,20240220,INV000391,SCH0006,39865.0,Purchase,LumpSum,0
T000001688,20240114,INV000191,SCH0004,41601.0,Purchase,LumpSum,0
T000001689,20240124,INV000604,SCH0010,46952.0,Purchase,LumpSum,0
T000001690,20241001,INV000696,SCH0009,-9258.0,Redemption,LumpSum,0
T000001691,20240802,INV000180,SCH0002,47453.0,Purchase,LumpSum,0
T000001692,20241220,INV000291,SCH0004,1974.0,Purchase,SIP,0
T000001693,20241127,INV000019,SCH0002,-7310.0,Redemption,LumpSum,0
T000001694,20240104,INV000128,SCH0007,27394.0,Purchase,LumpSum,0
T000001695,20240611,INV000172,SCH0004,923.0,Purchase,SIP,0
T000001696,20241130,INV000580,SCH0011,-26257.0,Redemption,LumpSum,0
T000001697,20240413,INV000010,SCH0008,58444.0,Purchase,LumpSum,0
T000001698,20240726,INV000187,SCH0008,-20514.0,Redemption,LumpSum,0
T000001699,20240210,INV000557,SCH0006,53961.0,Purchase,LumpSum,0
T000001700,20240722,INV000631,SCH0001,1751.0,Purchase,SIP,0
T000001701,20241230,INV000259,SCH0011,44018.0,Purchase,LumpSum,0
T000001702,20240303,INV000408,SCH0006,-24501.0,Redemption,LumpSum,0
T000001703,20240116,INV000216,SCH0011,2201.0,Purchase,SIP,0
T000001704,20241011,INV000264,SCH0001,2010.0,Purchase,SIP,0
T000001705,20240124,INV000362,SCH0002,26265.0,Purchase,LumpSum,0
T000001706,20240811,INV000110,SCH0005,1025.0,Purchase,SIP,0
T000001707,20241208,INV000059,SCH0001,33818.0,Purchase,LumpSum,0
T000001708,20241125,INV000117,SCH0003,28002.0,Purchase,LumpSum,0
T000001709,20241008,INV000563,SCH0010,-12449.0,Redemption,LumpSum,0
T000001710,20240323,INV000354,SCH0009,1270.0,Purchase,SIP,0
T000001711,20240927,INV000591,SCH0007,1899.0,Purchase,SIP,0
T000001712,20241007,INV000235,SCH0011,-23924.0,Redemption,LumpSum,0
T000001713,20241111,INV000545,SCH0005,2061.0,Purchase,SIP,0
T000001714,20240629,INV000338,SCH0002,2454.0,Purchase,SIP,0
T000001715,20240213,INV000051,SCH0008,34834.0,Purchase,LumpSum,0
T000001716,20240528,INV000204,SCH0010,38391.0,Purchase,LumpSum,0
T000001717,20240716,INV000536,SCH0006,909.0,Purchase,SIP,0
T000001718,20240331,INV000112,SCH0005,45622.0,Purchase,LumpSum,0
T000001719,20241001,INV000525,SCH0005,4368.0,Purchase,LumpSum,0
T000001720,20240715,INV000618,SCH0001,-23773.0,Redemption,LumpSum,0
T000001721,20240203,INV000102,SCH0010,585.0,Purchase,SIP,0
T000001722,20240714,INV000655,SCH0012,1906.0,Purchase,SIP,0
T000001723,20240509,INV000216,SCH0011,801.0,Purchase,SIP,0
T000001724,20240222,INV000287,SCH0002,59887.0,Purchase,LumpSum,0
T000001725,20240206,INV000095,SCH0005,-7431.0,Redemption,LumpSum,0
T000001726,20241214,INV000039,SCH0001,47441.0,Purchase,LumpSum,0
T000001727,20240722,INV000022,SCH0008,1879.0,Purchase,SIP,0
T000001728,20240501,INV000432,SCH0006,2018.0,Purchase,SIP,0
T000001729,20241211,INV000489,SCH0001,764.0,Purchase,SIP,0
T000001730,20240413,INV000030,SCH0009,-42948.0,Redemption,LumpSum,0
T000001731,20241107,INV000399,SCH0002,-4874.0,Redemption,LumpSum,0
T000001732,20240409,INV000184,SCH0009,8449.0,Purchase,LumpSum,0
T000001733,20240521,INV000399,SCH0010,33686.0,Purchase,LumpSum,0
T000001734,20240512,INV000393,SCH0012,-24263.0,Redemption,LumpSum,0
T000001735,20241122,INV000351,SCH0006,2384.0,Purchase,SIP,0
T000001736,20240419,INV000443,SCH0002,47712.0,Purchase,LumpSum,0
T000001737,20240928,INV000277,SCH0003,7484.0,Purchase,LumpSum,0
T000001738,20240605,INV000285,SCH0012,6941.0,Purchase,LumpSum,0
T000001739,20241217,INV000235,SCH0009,-34197.0,Redemption,LumpSum,0
T000001740,20241201,INV000001,SCH0011,-34823.0,Redemption,LumpSum,0
T000001741,20241220,INV000157,SCH0011,-26741.0,Redemption,LumpSum,0
T000001742,20240610,INV000226,SCH0010,46831.0,Purchase,LumpSum,0
T000001743,20241122,INV000302,SCH0005,1065.0,Purchase,SIP,0
T000001744,20240905,INV000551,SCH0002,1256.0,Purchase,SIP,0
T000001745,20241009,INV000002,SCH0002,-11253.0,Redemption,LumpSum,0
T000001746,20240831,INV000087,SCH0008,52461.0,Purchase,LumpSum,0
